action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,589111,[],CHEMBL843190,Inhibition of in vitro protein-tyrosine kinase activity of p60v-src enzyme in presence of 5 uM ATP.,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(N)c2oc(-c3ccc(N)cc3)cc(=O)c2c1,,,CHEMBL1127357,J Med Chem,1994.0,,CHEMBL116353,,CHEMBL116353,,0,http://www.openphacts.org/units/Nanomolar,214256,>,1,1,>,,IC50,nM,,50000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,50.0
,,592664,[],CHEMBL822438,Inhibition of cellular oncogene pp60 c-src,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1nc(O)c2c(n1)Nc1ccccc1C2,,,CHEMBL1128884,Bioorg Med Chem Lett,1995.0,"{'bei': '19.45', 'le': '0.36', 'lle': '2.03', 'sei': '7.62'}",CHEMBL7350,,CHEMBL7350,4.42,0,http://www.openphacts.org/units/Nanomolar,1201,=,1,1,=,,IC50,nM,,38000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,38.0
,,593025,[],CHEMBL816861,In vitro inhibition of the c-src tyrosine kinase activity in A431 membranes using angiotensin II as phosphate acceptor as substrate,B,,,BAO_0000190,BAO_0000249,cell membrane format,CN(C)CC(CNNC(N)=O)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,,,CHEMBL1128740,J Med Chem,1995.0,,CHEMBL541307,,CHEMBL1190636,,0,http://www.openphacts.org/units/Nanomolar,145229,>,1,1,>,,IC50,nM,,100000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,100.0
,,593302,[],CHEMBL821541,Concentration of compound required for inhibiting the binding of the fluorescent probe to the c-Src tyrosine kinase SH2 domain by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@H](C)[C@H](NC(=O)C[C@@H]1NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O)C(=O)O,,,CHEMBL1148323,J Med Chem,2004.0,"{'bei': '9.70', 'le': '0.19', 'lle': '6.78', 'sei': '2.26'}",CHEMBL1790810,,CHEMBL1790810,5.82,0,http://www.openphacts.org/units/Nanomolar,199357,=,1,1,=,,IC50,nM,,1500.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,1.5
,,594152,[],CHEMBL843948,Inhibition of the tyrosine kinase activity of the product encoded by pp60 v-src.,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)O)[nH]c2ccccc12,,,CHEMBL1127622,J Med Chem,1994.0,"{'bei': '9.74', 'le': '0.20', 'lle': '-1.19', 'sei': '4.04'}",CHEMBL79704,,CHEMBL79704,4.29,0,http://www.openphacts.org/units/Nanomolar,305912,=,1,1,=,,IC50,nM,,51000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,51.0
,,594542,[],CHEMBL821541,Concentration of compound required for inhibiting the binding of the fluorescent probe to the c-Src tyrosine kinase SH2 domain by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)C[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(=O)O)C(=O)O,,,CHEMBL1148323,J Med Chem,2004.0,"{'bei': '6.24', 'le': '0.13', 'lle': '4.99', 'sei': '1.40'}",CHEMBL1790809,,CHEMBL1790809,4.12,0,http://www.openphacts.org/units/Nanomolar,199355,=,1,1,=,,IC50,nM,,75400.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,75.4
,,594543,[],CHEMBL821541,Concentration of compound required for inhibiting the binding of the fluorescent probe to the c-Src tyrosine kinase SH2 domain by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@H](C)[C@H](NC(=O)C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O)C(=O)O,,,CHEMBL1148323,J Med Chem,2004.0,,CHEMBL1790816,,CHEMBL1790816,,0,http://www.openphacts.org/units/Nanomolar,199354,>,1,1,>,,IC50,nM,,100000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,100.0
,,594544,[],CHEMBL821541,Concentration of compound required for inhibiting the binding of the fluorescent probe to the c-Src tyrosine kinase SH2 domain by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)C[C@@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)Cc1ccc(OP(=O)(O)O)cc1)C(=O)O,,,CHEMBL1148323,J Med Chem,2004.0,"{'bei': '6.66', 'le': '0.13', 'lle': '5.17', 'sei': '1.41'}",CHEMBL431249,,CHEMBL431249,4.12,0,http://www.openphacts.org/units/Nanomolar,199361,=,1,1,=,,IC50,nM,,76300.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,76.3
,,595179,[],CHEMBL822438,Inhibition of cellular oncogene pp60 c-src,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(c1)Cc1c(O)ncnc1N2,,,CHEMBL1128884,Bioorg Med Chem Lett,1995.0,"{'bei': '23.69', 'le': '0.44', 'lle': '3.59', 'sei': '8.07'}",CHEMBL6881,,CHEMBL6881,5.43,0,http://www.openphacts.org/units/Nanomolar,1208,=,1,1,=,,IC50,nM,,3700.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,3.7
,,595394,[],CHEMBL816861,In vitro inhibition of the c-src tyrosine kinase activity in A431 membranes using angiotensin II as phosphate acceptor as substrate,B,,,BAO_0000190,BAO_0000249,cell membrane format,COC(=O)c1ccccc1SCC(CN(C)C)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,,,CHEMBL1128740,J Med Chem,1995.0,,CHEMBL538757,,CHEMBL1189439,,0,http://www.openphacts.org/units/Nanomolar,145230,>,1,1,>,,IC50,nM,,100000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,100.0
,,596588,[],CHEMBL805361,Inhibition of Src-mediated dentine resorption in rabbit-osteoclast assay,F,,,BAO_0000190,BAO_0000221,tissue-based format,N[C@H]1CC[C@H](Nc2nc(Nc3ccccc3)c3ncn(C4CCCC4)c3n2)CC1,,,CHEMBL1136209,Bioorg Med Chem Lett,2003.0,,CHEMBL3084839,,CHEMBL3084839,6.85,0,http://www.openphacts.org/units/Nanomolar,194615,=,1,1,=,,IC50,nM,,141.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,0.141
,,596739,[],CHEMBL843948,Inhibition of the tyrosine kinase activity of the product encoded by pp60 v-src.,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCc1ccccc1)C(Cc1c(SSc2[nH]c3ccccc3c2CC(NC(=O)C(F)(F)F)C(=O)NCc2ccccc2)[nH]c2ccccc12)NC(=O)C(F)(F)F,,,CHEMBL1127622,J Med Chem,1994.0,"{'bei': '7.32', 'le': '0.14', 'lle': '-1.11', 'sei': '4.16'}",CHEMBL350882,,CHEMBL350882,6.16,0,http://www.openphacts.org/units/Nanomolar,305897,=,1,1,=,,IC50,nM,,700.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,0.7
,,596824,[],CHEMBL843948,Inhibition of the tyrosine kinase activity of the product encoded by pp60 v-src.,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)C(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)N(C)C)[nH]c2ccccc12,,,CHEMBL1127622,J Med Chem,1994.0,"{'bei': '11.97', 'le': '0.24', 'lle': '0.43', 'sei': '8.20'}",CHEMBL422531,,CHEMBL422531,5.92,0,http://www.openphacts.org/units/Nanomolar,305917,=,1,1,=,,IC50,nM,,1200.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,1.2
,,596830,[],CHEMBL816861,In vitro inhibition of the c-src tyrosine kinase activity in A431 membranes using angiotensin II as phosphate acceptor as substrate,B,,,BAO_0000190,BAO_0000249,cell membrane format,Cc1ccc(SCC(CN(C)C)C(=O)c2ccc(OCc3ccccc3)cc2)cc1C.Cl,,,CHEMBL1128740,J Med Chem,1995.0,,CHEMBL538507,,CHEMBL1189319,,0,http://www.openphacts.org/units/Nanomolar,145221,>,1,1,>,,IC50,nM,,100000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,100.0
,,598023,[],CHEMBL843948,Inhibition of the tyrosine kinase activity of the product encoded by pp60 v-src.,B,,,BAO_0000190,BAO_0000357,single protein format,CONC(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NOC)[nH]c2ccccc12,,,CHEMBL1127622,J Med Chem,1994.0,"{'bei': '11.11', 'le': '0.22', 'lle': '0.87', 'sei': '5.12'}",CHEMBL154969,,CHEMBL154969,5.54,0,http://www.openphacts.org/units/Nanomolar,305919,=,1,1,=,,IC50,nM,,2900.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,2.9
,,598047,[],CHEMBL816861,In vitro inhibition of the c-src tyrosine kinase activity in A431 membranes using angiotensin II as phosphate acceptor as substrate,B,,,BAO_0000190,BAO_0000249,cell membrane format,C=C(CN(C)C)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,,,CHEMBL1128740,J Med Chem,1995.0,,CHEMBL552859,,CHEMBL1194559,,0,http://www.openphacts.org/units/Nanomolar,145225,>,1,1,>,,IC50,nM,,100000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,100.0
,,598293,[],CHEMBL821541,Concentration of compound required for inhibiting the binding of the fluorescent probe to the c-Src tyrosine kinase SH2 domain by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@H](C)[C@H](NC(=O)CC[C@@H]1NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O)C(=O)O,,,CHEMBL1148323,J Med Chem,2004.0,"{'bei': '9.70', 'le': '0.19', 'lle': '6.53', 'sei': '2.31'}",CHEMBL1790802,,CHEMBL1790802,5.96,0,http://www.openphacts.org/units/Nanomolar,199363,=,1,1,=,,IC50,nM,,1100.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,1.1
,,599028,[],CHEMBL822438,Inhibition of cellular oncogene pp60 c-src,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(cc1OC)Nc1ncn(CCN3CCOCC3)c(=O)c1C2,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128884,Bioorg Med Chem Lett,1995.0,,CHEMBL267180,,CHEMBL267180,,0,http://www.openphacts.org/units/Nanomolar,1206,=,1,1,=,,IC50,nM,,105000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,105.0
,,599097,[],CHEMBL805361,Inhibition of Src-mediated dentine resorption in rabbit-osteoclast assay,F,,,BAO_0000190,BAO_0000221,tissue-based format,O=P(O)(O)C(O)(CCCNc1nc(Nc2ccccc2)c2ncn(C3CCCC3)c2n1)P(=O)(O)O,,,CHEMBL1136209,Bioorg Med Chem Lett,2003.0,,CHEMBL105576,,CHEMBL105576,4.32,0,http://www.openphacts.org/units/Nanomolar,194617,=,1,1,=,,IC50,nM,,48200.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,48.2
,,600249,[],CHEMBL822438,Inhibition of cellular oncogene pp60 c-src,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(cc1OC)Nc1ncnc(O)c1C2,,,CHEMBL1128884,Bioorg Med Chem Lett,1995.0,"{'bei': '24.30', 'le': '0.45', 'lle': '4.45', 'sei': '8.24'}",CHEMBL414013,,CHEMBL414013,6.30,1,http://www.openphacts.org/units/Nanomolar,1209,=,1,1,=,,IC50,nM,,500.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,0.5
,,601797,[],CHEMBL816861,In vitro inhibition of the c-src tyrosine kinase activity in A431 membranes using angiotensin II as phosphate acceptor as substrate,B,,,BAO_0000190,BAO_0000249,cell membrane format,C=C(CN1CCCCC1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,,,CHEMBL1128740,J Med Chem,1995.0,,CHEMBL544074,,CHEMBL1192779,,0,http://www.openphacts.org/units/Nanomolar,145223,>,1,1,>,,IC50,nM,,100000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,100.0
,,602661,[],CHEMBL822438,Inhibition of cellular oncogene pp60 c-src,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ncnc2c1Cc1ccccc1N2,,,CHEMBL1128884,Bioorg Med Chem Lett,1995.0,"{'bei': '25.30', 'le': '0.46', 'lle': '3.21', 'sei': '8.69'}",CHEMBL6796,,CHEMBL6796,5.04,0,http://www.openphacts.org/units/Nanomolar,1199,=,1,1,=,,IC50,nM,,9100.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,9.1
,,602963,[],CHEMBL843948,Inhibition of the tyrosine kinase activity of the product encoded by pp60 v-src.,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCCc2ccccc2)[nH]c2ccccc12)NCCc1ccccc1,,,CHEMBL1127622,J Med Chem,1994.0,"{'bei': '7.50', 'le': '0.14', 'lle': '-3.18', 'sei': '5.41'}",CHEMBL154260,,CHEMBL154260,4.85,0,http://www.openphacts.org/units/Nanomolar,305909,=,1,1,=,,IC50,nM,,14000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,14.0
,,602965,[],CHEMBL843948,Inhibition of the tyrosine kinase activity of the product encoded by pp60 v-src.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)NC(Cc1c(SSc2[nH]c3ccccc3c2CC(NC(C)=O)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,,,CHEMBL1127622,J Med Chem,1994.0,"{'bei': '8.60', 'le': '0.17', 'lle': '0.12', 'sei': '4.26'}",CHEMBL346716,,CHEMBL346716,6.30,0,http://www.openphacts.org/units/Nanomolar,305905,=,1,1,=,,IC50,nM,,500.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,0.5
,,603319,[],CHEMBL821541,Concentration of compound required for inhibiting the binding of the fluorescent probe to the c-Src tyrosine kinase SH2 domain by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@H](C)[C@H](NC(=O)C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(=O)O)C(=O)O,,,CHEMBL1148323,J Med Chem,2004.0,"{'bei': '6.12', 'le': '0.12', 'lle': '4.91', 'sei': '1.37'}",CHEMBL1790815,,CHEMBL1790815,4.04,0,http://www.openphacts.org/units/Nanomolar,199353,=,1,1,=,,IC50,nM,,90700.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,90.7
,,603983,[],CHEMBL822438,Inhibition of cellular oncogene pp60 c-src,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2cc3c(O)ncnc3nc2cc1OC,,,CHEMBL1128884,Bioorg Med Chem Lett,1995.0,"{'bei': '17.47', 'le': '0.32', 'lle': '2.59', 'sei': '5.81'}",CHEMBL7137,,CHEMBL7137,4.50,1,http://www.openphacts.org/units/Nanomolar,1205,=,1,1,=,,IC50,nM,,32000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,32.0
,,604366,[],CHEMBL816861,In vitro inhibition of the c-src tyrosine kinase activity in A431 membranes using angiotensin II as phosphate acceptor as substrate,B,,,BAO_0000190,BAO_0000249,cell membrane format,Cl.O=C(CCN1CCCCC1)c1ccc(OCc2ccccc2)cc1,,,CHEMBL1128740,J Med Chem,1995.0,,CHEMBL545006,,CHEMBL1193577,,0,http://www.openphacts.org/units/Nanomolar,145219,>,1,1,>,,IC50,nM,,100000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,100.0
,,605596,[],CHEMBL816861,In vitro inhibition of the c-src tyrosine kinase activity in A431 membranes using angiotensin II as phosphate acceptor as substrate,B,,,BAO_0000190,BAO_0000249,cell membrane format,CCOC(=O)C1CCN(CCC(=O)c2ccc(OCc3ccccc3)cc2)CC1.Cl,,,CHEMBL1128740,J Med Chem,1995.0,,CHEMBL542891,,CHEMBL1191751,,0,http://www.openphacts.org/units/Nanomolar,145240,>,1,1,>,,IC50,nM,,100000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,100.0
,,605864,[],CHEMBL821541,Concentration of compound required for inhibiting the binding of the fluorescent probe to the c-Src tyrosine kinase SH2 domain by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)CC[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(=O)O)C(=O)O,,,CHEMBL1148323,J Med Chem,2004.0,"{'bei': '6.16', 'le': '0.12', 'lle': '4.64', 'sei': '1.41'}",CHEMBL1790805,,CHEMBL1790805,4.16,0,http://www.openphacts.org/units/Nanomolar,199362,=,1,1,=,,IC50,nM,,69500.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,69.5
,,606674,[],CHEMBL843948,Inhibition of the tyrosine kinase activity of the product encoded by pp60 v-src.,B,,,BAO_0000190,BAO_0000357,single protein format,NC(Cc1c(SSc2[nH]c3ccccc3c2CC(N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,,,CHEMBL1127622,J Med Chem,1994.0,"{'bei': '8.98', 'le': '0.17', 'lle': '0.00', 'sei': '4.11'}",CHEMBL336174,,CHEMBL336174,5.82,0,http://www.openphacts.org/units/Nanomolar,305904,=,1,1,=,,IC50,nM,,1500.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,1.5
,,606740,[],CHEMBL816861,In vitro inhibition of the c-src tyrosine kinase activity in A431 membranes using angiotensin II as phosphate acceptor as substrate,B,,,BAO_0000190,BAO_0000249,cell membrane format,C=C(CN1CCNCC1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,,,CHEMBL1128740,J Med Chem,1995.0,,CHEMBL544538,,CHEMBL1193175,,0,http://www.openphacts.org/units/Nanomolar,145236,>,1,1,>,,IC50,nM,,100000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,100.0
,,607028,[],CHEMBL821541,Concentration of compound required for inhibiting the binding of the fluorescent probe to the c-Src tyrosine kinase SH2 domain by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCC(=O)N[C@@H](Cc2ccc(OP(=O)(O)O)cc2)C(=O)N1)C(=O)O,,,CHEMBL1148323,J Med Chem,2004.0,"{'bei': '8.92', 'le': '0.18', 'lle': '6.05', 'sei': '2.13'}",CHEMBL1790806,,CHEMBL1790806,5.48,0,http://www.openphacts.org/units/Nanomolar,199365,=,1,1,=,,IC50,nM,,3300.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,3.3
,,607961,[],CHEMBL843948,Inhibition of the tyrosine kinase activity of the product encoded by pp60 v-src.,B,,,BAO_0000190,BAO_0000357,single protein format,N#CCc1c(SSc2[nH]c3ccccc3c2CC#N)[nH]c2ccccc12,,,CHEMBL1127622,J Med Chem,1994.0,"{'bei': '14.96', 'le': '0.29', 'lle': '0.02', 'sei': '7.08'}",CHEMBL348116,,CHEMBL348116,5.60,0,http://www.openphacts.org/units/Nanomolar,305913,=,1,1,=,,IC50,nM,,2500.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,2.5
,,607988,[],CHEMBL816861,In vitro inhibition of the c-src tyrosine kinase activity in A431 membranes using angiotensin II as phosphate acceptor as substrate,B,,,BAO_0000190,BAO_0000249,cell membrane format,C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)cc2)cc1,,,CHEMBL1128740,J Med Chem,1995.0,,CHEMBL80030,,CHEMBL80030,,0,http://www.openphacts.org/units/Nanomolar,145235,>,1,1,>,,IC50,nM,,100000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,100.0
,,609003,[],CHEMBL805361,Inhibition of Src-mediated dentine resorption in rabbit-osteoclast assay,F,,,BAO_0000190,BAO_0000221,tissue-based format,O=P(O)(O)CP(=O)(O)CCCNc1nc(Nc2ccccc2)c2ncn(C3CCCC3)c2n1,,,CHEMBL1136209,Bioorg Med Chem Lett,2003.0,,CHEMBL102550,,CHEMBL102550,5.28,0,http://www.openphacts.org/units/Nanomolar,194621,=,1,1,=,,IC50,nM,,5230.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,5.23
,,609157,[],CHEMBL843948,Inhibition of the tyrosine kinase activity of the product encoded by pp60 v-src.,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCCc1c(SSc2[nH]c3ccccc3c2CCCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1,,,CHEMBL1127622,J Med Chem,1994.0,"{'bei': '9.10', 'le': '0.17', 'lle': '-2.84', 'sei': '6.56'}",CHEMBL156555,,CHEMBL156555,5.89,0,http://www.openphacts.org/units/Nanomolar,305901,=,1,1,=,,IC50,nM,,1300.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,1.3
,,609243,[],CHEMBL816861,In vitro inhibition of the c-src tyrosine kinase activity in A431 membranes using angiotensin II as phosphate acceptor as substrate,B,,,BAO_0000190,BAO_0000249,cell membrane format,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,,,CHEMBL1128740,J Med Chem,1995.0,"{'bei': '15.26', 'le': '0.28', 'lle': '1.54', 'sei': '4.54'}",CHEMBL44,GENISTEIN,CHEMBL44,4.12,0,http://www.openphacts.org/units/Nanomolar,145227,=,1,1,=,,IC50,nM,,75000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,75.0
,,609464,[],CHEMBL821541,Concentration of compound required for inhibiting the binding of the fluorescent probe to the c-Src tyrosine kinase SH2 domain by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](CC(=O)O)CC(=O)N[C@H](C(=O)O)C(C)C,,,CHEMBL1148323,J Med Chem,2004.0,"{'bei': '6.95', 'le': '0.14', 'lle': '5.46', 'sei': '1.56'}",CHEMBL106840,,CHEMBL106840,4.59,0,http://www.openphacts.org/units/Nanomolar,199360,=,1,1,=,,IC50,nM,,25700.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,25.7
,,610678,[],CHEMBL821541,Concentration of compound required for inhibiting the binding of the fluorescent probe to the c-Src tyrosine kinase SH2 domain by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(=O)O,,,CHEMBL1148323,J Med Chem,2004.0,"{'bei': '7.69', 'le': '0.15', 'lle': '5.67', 'sei': '1.76'}",CHEMBL23794,,CHEMBL23794,5.19,0,http://www.openphacts.org/units/Nanomolar,199347,=,1,1,=,,IC50,nM,,6500.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,6.5
,,610679,[],CHEMBL821541,Concentration of compound required for inhibiting the binding of the fluorescent probe to the c-Src tyrosine kinase SH2 domain by 50%,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)C[C@@H]1NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O)C(=O)O,,,CHEMBL1148323,J Med Chem,2004.0,"{'bei': '8.19', 'le': '0.16', 'lle': '5.88', 'sei': '1.91'}",CHEMBL1790814,,CHEMBL1790814,4.92,0,http://www.openphacts.org/units/Nanomolar,199358,=,1,1,=,,IC50,nM,,12100.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,12.1
,,612547,[],CHEMBL805361,Inhibition of Src-mediated dentine resorption in rabbit-osteoclast assay,F,,,BAO_0000190,BAO_0000221,tissue-based format,N[C@H]1CC[C@H](Nc2nc(Nc3ccc(P(=O)(O)O)c(P(=O)(O)O)c3)c3ncn(C4CCCC4)c3n2)CC1,,,CHEMBL1136209,Bioorg Med Chem Lett,2003.0,,CHEMBL3085229,,CHEMBL3085229,4.80,0,http://www.openphacts.org/units/Nanomolar,194622,=,1,1,=,,IC50,nM,,15700.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,15.7
,,612773,[],CHEMBL816861,In vitro inhibition of the c-src tyrosine kinase activity in A431 membranes using angiotensin II as phosphate acceptor as substrate,B,,,BAO_0000190,BAO_0000249,cell membrane format,CN(C)CC(CSCCN)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,,,CHEMBL1128740,J Med Chem,1995.0,,CHEMBL543361,,CHEMBL1192172,,0,http://www.openphacts.org/units/Nanomolar,145220,>,1,1,>,,IC50,nM,,100000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,100.0
